ad_id,account_id,timestamp,vertical,domain_age_days,daily_spend_usd,click_through_rate,user_report_count,ai_generated_flag,ai_label_compliant,ip_subnet,destination_tld,policy_violation_category
AD-BENIGN-0008793,ACC-898468,2026-07-17 10:31:00,Travel,668,29.67,0.0371,0,0,0,192.168.118,.io,None
AD-BENIGN-0015722,ACC-387608,2026-07-08 01:41:00,SaaS,224,524.15,0.11,0,1,1,192.168.152,.com,None
AD-BENIGN-0063172,ACC-923944,2026-08-29 23:54:00,Travel,227,431.75,0.034,0,0,0,192.168.59,.net,None
AD-BENIGN-0022285,ACC-168506,2026-07-29 20:02:00,E-Commerce,63,16.06,0.087,0,0,1,192.168.4,.com,None
AD-BENIGN-0037117,ACC-627192,2026-08-05 19:40:00,SaaS,734,14.37,0.0966,1,0,1,192.168.175,.net,None
AD-BENIGN-0053706,ACC-738306,2026-07-30 06:07:00,Education,268,33.84,0.0171,0,0,0,192.168.137,.net,None
AD-BENIGN-0033975,ACC-432188,2026-08-04 00:44:00,Education,121,48.17,0.0126,0,0,1,192.168.28,.net,None
AD-BENIGN-0095383,ACC-783524,2026-08-30 05:11:00,Education,26,126.54,0.0386,0,0,1,192.168.80,.net,None
AD-BENIGN-0052738,ACC-200482,2026-09-06 16:33:00,Travel,80,15.2,0.0546,0,1,1,192.168.237,.com,None
AD-BENIGN-0071326,ACC-375144,2026-08-31 18:10:00,Local Services,666,138.73,0.021,0,1,1,192.168.213,.com,None
AD-BENIGN-0075145,ACC-891680,2026-07-01 10:34:00,SaaS,53,79.77,0.0408,0,0,1,192.168.116,.co,None
AD-BENIGN-0016290,ACC-202277,2026-07-19 02:47:00,Travel,812,32.2,0.1184,0,1,1,192.168.213,.co,None
AD-FRAUD-0001285,ACC-GHOST-116,2026-08-16 04:21:00,Financial Services,4,1593.2,0.146,4,1,0,10.104.14,.live,Misrepresentation: Financial Scam
AD-BENIGN-0064203,ACC-104448,2026-07-08 12:50:00,Education,86,16.93,0.0351,0,0,1,192.168.66,.io,None
AD-BENIGN-0082883,ACC-367895,2026-07-17 03:40:00,SaaS,947,105.22,0.0704,0,0,1,192.168.197,.org,None
AD-BENIGN-0021648,ACC-638687,2026-07-18 06:39:00,Local Services,910,56.0,0.0518,0,0,1,192.168.33,.io,None
AD-BENIGN-0083889,ACC-113607,2026-07-22 18:23:00,E-Commerce,57,12.09,0.023,0,0,1,192.168.34,.io,None
AD-BENIGN-0096446,ACC-145577,2026-07-09 16:07:00,Education,161,119.58,0.0775,0,0,1,192.168.43,.net,None
AD-BENIGN-0008806,ACC-912830,2026-09-01 01:55:00,Local Services,397,40.91,0.0512,0,0,1,192.168.25,.net,None
AD-BENIGN-0027116,ACC-448334,2026-08-15 22:29:00,SaaS,829,174.29,0.1165,0,1,1,192.168.48,.co,None
AD-BENIGN-0050477,ACC-314924,2026-07-14 15:44:00,Travel,495,40.22,0.0121,0,0,1,192.168.232,.com,None
AD-BENIGN-0046921,ACC-151367,2026-07-04 14:54:00,Education,287,20.13,0.0292,0,0,1,192.168.102,.net,None
AD-BENIGN-0088750,ACC-502216,2026-07-03 11:13:00,Travel,846,63.21,0.0925,0,0,1,192.168.32,.com,None
AD-BENIGN-0031904,ACC-674211,2026-07-11 06:09:00,Travel,214,50.45,0.0291,0,1,1,192.168.248,.co,None
AD-BENIGN-0038931,ACC-715825,2026-07-02 06:57:00,SaaS,823,39.52,0.0362,0,0,1,192.168.130,.org,None
AD-BENIGN-0033688,ACC-721632,2026-09-08 04:40:00,E-Commerce,29,27.0,0.0401,0,1,1,192.168.152,.io,None
AD-BENIGN-0048249,ACC-460188,2026-09-04 03:00:00,Travel,173,41.57,0.0673,0,0,1,192.168.163,.org,None
AD-BENIGN-0084813,ACC-812202,2026-07-16 15:34:00,Travel,1507,19.17,0.0714,0,0,1,192.168.27,.co,None
AD-BENIGN-0025516,ACC-778604,2026-09-03 12:16:00,E-Commerce,81,129.28,0.113,0,0,1,192.168.159,.co,None
AD-BENIGN-0086636,ACC-170231,2026-08-24 22:29:00,Education,29,15.83,0.0222,0,1,1,192.168.56,.org,None
AD-BENIGN-0067329,ACC-716410,2026-08-25 07:49:00,E-Commerce,894,19.35,0.0104,0,0,1,192.168.254,.co,None
AD-BENIGN-0074699,ACC-350495,2026-08-08 05:42:00,Education,135,191.55,0.0106,0,1,1,192.168.101,.com,None
AD-BENIGN-0074976,ACC-300225,2026-08-25 19:53:00,E-Commerce,207,36.31,0.0547,0,0,1,192.168.207,.io,None
AD-BENIGN-0080813,ACC-863474,2026-08-30 21:38:00,E-Commerce,306,83.08,0.0469,0,1,0,192.168.139,.com,None
AD-BENIGN-0045533,ACC-105834,2026-08-04 05:04:00,Local Services,96,39.09,0.0597,0,0,1,192.168.60,.net,None
AD-BENIGN-0014866,ACC-654189,2026-08-23 04:17:00,E-Commerce,456,7.8,0.1565,0,1,1,192.168.147,.co,None
AD-BENIGN-0012456,ACC-830765,2026-07-26 20:56:00,Travel,996,40.57,0.0935,1,0,1,192.168.171,.net,None
AD-BENIGN-0069911,ACC-697875,2026-09-01 09:27:00,Local Services,1221,30.9,0.0687,0,0,1,192.168.41,.net,None
AD-BENIGN-0043054,ACC-169843,2026-07-23 09:30:00,Local Services,146,42.82,0.0468,0,0,1,192.168.88,.io,None
AD-BENIGN-0049943,ACC-314007,2026-07-22 09:54:00,E-Commerce,406,8.32,0.0325,0,0,1,192.168.81,.net,None
AD-BENIGN-0076177,ACC-987181,2026-07-04 06:48:00,SaaS,1178,30.31,0.0477,0,0,1,192.168.87,.io,None
AD-BENIGN-0016236,ACC-686666,2026-08-30 20:08:00,Local Services,114,22.25,0.0176,0,1,1,192.168.20,.net,None
AD-BENIGN-0048154,ACC-515338,2026-08-11 16:10:00,Travel,198,50.56,0.0455,0,1,1,192.168.176,.org,None
AD-BENIGN-0044269,ACC-899280,2026-07-25 03:24:00,Local Services,185,27.16,0.045,0,0,1,192.168.179,.org,None
AD-BENIGN-0094624,ACC-728342,2026-08-20 13:30:00,Travel,207,20.06,0.0093,0,1,1,192.168.127,.net,None
AD-BENIGN-0001482,ACC-487134,2026-07-12 04:58:00,Education,23,7.56,0.0648,0,0,1,192.168.162,.org,None
AD-BENIGN-0037466,ACC-840497,2026-09-06 23:20:00,E-Commerce,57,13.11,0.0405,0,0,1,192.168.156,.net,None
AD-BENIGN-0088340,ACC-671111,2026-08-31 22:42:00,Education,351,78.88,0.0528,0,0,1,192.168.131,.org,None
AD-BENIGN-0051422,ACC-867989,2026-09-03 22:57:00,Travel,630,15.24,0.0121,0,0,1,192.168.161,.io,None
AD-BENIGN-0033816,ACC-293788,2026-07-13 16:33:00,SaaS,176,11.1,0.0523,0,0,1,192.168.85,.io,None
AD-BENIGN-0004907,ACC-929940,2026-07-26 00:18:00,Local Services,77,51.14,0.038,0,0,1,192.168.24,.org,None
AD-BENIGN-0018364,ACC-295611,2026-09-03 13:59:00,Travel,98,80.74,0.0294,0,0,1,192.168.35,.io,None
AD-BENIGN-0000568,ACC-331216,2026-08-05 10:14:00,E-Commerce,806,38.84,0.0469,0,0,1,192.168.134,.com,None
AD-BENIGN-0029161,ACC-933959,2026-07-11 20:41:00,Education,68,190.23,0.0196,0,0,1,192.168.181,.co,None
AD-BENIGN-0082376,ACC-724553,2026-07-15 13:50:00,Local Services,418,23.61,0.0291,0,0,1,192.168.192,.org,None
AD-BENIGN-0020301,ACC-480790,2026-09-08 07:28:00,Travel,1120,26.09,0.092,0,1,1,192.168.236,.com,None
AD-BENIGN-0057539,ACC-243502,2026-07-11 05:14:00,Local Services,775,83.42,0.0906,0,1,1,192.168.218,.org,None
AD-BENIGN-0060536,ACC-969243,2026-08-20 00:02:00,SaaS,159,31.93,0.0173,0,0,0,192.168.162,.net,None
AD-BENIGN-0000146,ACC-406404,2026-08-16 21:24:00,SaaS,533,179.06,0.0251,1,0,1,192.168.226,.org,None
AD-BENIGN-0005879,ACC-463345,2026-08-29 01:09:00,Education,322,7.51,0.0906,0,0,1,192.168.84,.org,None
AD-FRAUD-0001382,ACC-GHOST-457,2026-08-15 20:49:00,Financial Services,5,2811.51,0.1899,5,1,0,10.104.14,.click,Misrepresentation: Financial Scam
AD-BENIGN-0002766,ACC-163261,2026-07-25 10:22:00,Travel,479,98.25,0.0633,0,1,1,192.168.20,.com,None
AD-BENIGN-0068807,ACC-857475,2026-09-06 20:45:00,Local Services,408,47.37,0.0411,0,0,1,192.168.37,.net,None
AD-BENIGN-0083081,ACC-648342,2026-07-17 02:04:00,E-Commerce,398,24.06,0.0143,0,1,0,192.168.38,.com,None
AD-BENIGN-0095427,ACC-416088,2026-08-04 03:21:00,Education,253,98.95,0.0046,0,0,1,192.168.160,.org,None
AD-BENIGN-0038580,ACC-996373,2026-08-01 09:07:00,Education,20,18.8,0.0096,0,1,1,192.168.81,.io,None
AD-BENIGN-0077748,ACC-733368,2026-08-22 15:03:00,Education,1155,17.42,0.0256,0,1,1,192.168.238,.org,None
AD-BENIGN-0077873,ACC-603196,2026-07-13 02:48:00,Travel,381,137.14,0.0396,0,0,1,192.168.158,.net,None
AD-BENIGN-0067799,ACC-911550,2026-08-16 01:56:00,SaaS,130,108.16,0.049,0,0,1,192.168.237,.org,None
AD-BENIGN-0051218,ACC-253138,2026-08-14 10:52:00,Local Services,400,314.28,0.0173,0,0,1,192.168.39,.io,None
AD-BENIGN-0066461,ACC-393643,2026-08-29 01:01:00,SaaS,686,66.05,0.0064,0,0,1,192.168.158,.net,None
AD-BENIGN-0048461,ACC-191193,2026-07-28 06:42:00,Local Services,19,90.69,0.0176,0,0,1,192.168.24,.com,None
AD-BENIGN-0007895,ACC-982649,2026-08-12 22:11:00,E-Commerce,96,49.31,0.0287,0,1,1,192.168.113,.io,None
AD-BENIGN-0056893,ACC-198329,2026-08-19 16:09:00,SaaS,488,130.36,0.0712,0,0,1,192.168.91,.io,None
AD-BENIGN-0069745,ACC-580905,2026-07-26 06:12:00,E-Commerce,42,15.44,0.0653,0,0,1,192.168.235,.com,None
AD-BENIGN-0040635,ACC-224861,2026-08-07 09:31:00,SaaS,144,5.43,0.0186,0,0,0,192.168.64,.io,None
AD-BENIGN-0090747,ACC-559269,2026-09-06 02:19:00,SaaS,30,16.93,0.0325,0,0,1,192.168.104,.net,None
AD-BENIGN-0078298,ACC-209344,2026-07-04 09:42:00,Education,728,6.57,0.033,0,1,1,192.168.173,.com,None
AD-BENIGN-0089929,ACC-786697,2026-07-09 22:44:00,Travel,252,67.63,0.0498,0,1,1,192.168.79,.com,None
AD-BENIGN-0037627,ACC-531376,2026-08-12 20:50:00,Local Services,243,72.14,0.0213,0,0,1,192.168.155,.net,None
AD-BENIGN-0016721,ACC-632782,2026-08-05 03:38:00,Local Services,401,108.7,0.007,0,1,1,192.168.193,.io,None
AD-BENIGN-0009662,ACC-194620,2026-09-05 10:02:00,Travel,277,37.12,0.0915,0,0,1,192.168.86,.net,None
AD-BENIGN-0030006,ACC-950242,2026-07-09 11:30:00,Education,356,153.97,0.0348,0,1,1,192.168.69,.org,None
AD-BENIGN-0061231,ACC-285260,2026-08-26 07:49:00,Education,1283,21.59,0.0579,0,0,1,192.168.97,.co,None
AD-BENIGN-0095527,ACC-262049,2026-07-25 08:15:00,Local Services,1452,8.09,0.0165,0,0,1,192.168.209,.net,None
AD-FRAUD-0000199,ACC-GHOST-445,2026-08-01 09:27:00,Financial Services,3,1176.32,0.3123,4,1,0,10.104.12,.top,Misrepresentation: Financial Scam
AD-BENIGN-0030956,ACC-626702,2026-08-22 10:58:00,Local Services,1425,100.0,0.035,0,0,1,192.168.150,.io,None
AD-BENIGN-0057244,ACC-790465,2026-08-07 19:01:00,SaaS,305,14.04,0.009,0,0,1,192.168.221,.io,None
AD-BENIGN-0055762,ACC-266079,2026-08-15 11:22:00,Education,197,30.24,0.0307,0,0,1,192.168.106,.net,None
AD-BENIGN-0029695,ACC-381955,2026-07-20 20:40:00,Travel,412,55.04,0.098,0,0,0,192.168.109,.org,None
AD-BENIGN-0013291,ACC-204388,2026-07-02 12:13:00,SaaS,677,105.57,0.0164,0,0,1,192.168.175,.co,None
AD-BENIGN-0021131,ACC-516302,2026-07-12 00:23:00,Education,526,18.01,0.0324,0,1,1,192.168.62,.com,None
AD-BENIGN-0063472,ACC-233927,2026-08-05 08:13:00,Local Services,127,5.26,0.0838,0,0,1,192.168.226,.org,None
AD-BENIGN-0080898,ACC-264885,2026-08-02 06:37:00,SaaS,271,55.52,0.0174,0,0,1,192.168.6,.co,None
AD-BENIGN-0081486,ACC-287951,2026-08-23 08:49:00,E-Commerce,120,21.31,0.0484,0,0,1,192.168.145,.co,None
AD-BENIGN-0021363,ACC-431357,2026-09-03 21:57:00,Local Services,234,34.54,0.0335,0,0,1,192.168.102,.co,None
AD-FRAUD-0002217,ACC-GHOST-450,2026-08-06 22:25:00,Financial Services,1,3504.63,0.152,2,1,0,10.104.12,.top,Misrepresentation: Financial Scam
AD-BENIGN-0060410,ACC-423402,2026-07-03 00:29:00,SaaS,286,3.63,0.0062,0,0,1,192.168.153,.io,None
AD-BENIGN-0009107,ACC-752235,2026-07-21 02:15:00,Travel,170,18.11,0.0348,0,0,1,192.168.174,.net,None
AD-BENIGN-0044994,ACC-489019,2026-07-22 05:59:00,Education,712,14.21,0.0348,0,1,0,192.168.242,.net,None
AD-BENIGN-0097416,ACC-905248,2026-07-02 18:35:00,SaaS,434,192.2,0.0509,0,1,1,192.168.42,.net,None
AD-FRAUD-0000040,ACC-GHOST-321,2026-07-30 03:00:00,Financial Services,1,2232.64,0.2399,6,1,0,10.104.13,.top,Unlabeled AI Creative
AD-BENIGN-0008658,ACC-590526,2026-08-07 16:36:00,Education,402,55.21,0.0212,0,0,1,192.168.226,.co,None
AD-BENIGN-0028045,ACC-901338,2026-08-18 09:42:00,E-Commerce,262,118.71,0.1461,0,1,1,192.168.77,.io,None
AD-BENIGN-0025066,ACC-122620,2026-07-15 12:06:00,Education,31,122.74,0.0161,1,0,1,192.168.72,.com,None
AD-BENIGN-0072562,ACC-634919,2026-07-05 13:26:00,SaaS,221,29.0,0.048,0,0,1,192.168.173,.org,None
AD-BENIGN-0063457,ACC-246755,2026-08-01 19:21:00,Travel,282,63.03,0.0301,0,1,0,192.168.164,.io,None
AD-BENIGN-0046869,ACC-435885,2026-07-22 19:29:00,Education,530,31.47,0.0509,0,0,1,192.168.108,.co,None
AD-BENIGN-0038583,ACC-597196,2026-08-05 15:25:00,Local Services,2105,16.75,0.0156,0,0,1,192.168.89,.com,None
AD-BENIGN-0094133,ACC-644005,2026-07-15 17:06:00,Education,73,10.66,0.1192,0,0,1,192.168.240,.org,None
AD-BENIGN-0033769,ACC-255214,2026-07-17 02:07:00,Travel,781,67.58,0.0058,0,1,1,192.168.33,.co,None
AD-BENIGN-0050870,ACC-499133,2026-09-03 18:14:00,Education,21,34.32,0.0222,0,1,1,192.168.87,.net,None
AD-BENIGN-0014818,ACC-181221,2026-08-31 22:19:00,Travel,146,18.1,0.049,0,0,1,192.168.194,.net,None
AD-BENIGN-0028905,ACC-235467,2026-08-15 16:06:00,Travel,533,18.18,0.0974,1,0,1,192.168.26,.org,None
AD-BENIGN-0060349,ACC-198244,2026-07-22 06:34:00,Travel,215,45.94,0.0864,0,1,1,192.168.237,.net,None
AD-BENIGN-0033122,ACC-753266,2026-07-04 17:06:00,Travel,622,37.79,0.128,0,0,1,192.168.49,.org,None
AD-BENIGN-0024566,ACC-657058,2026-07-14 17:59:00,Local Services,274,6.97,0.033,0,0,1,192.168.192,.org,None
AD-BENIGN-0028545,ACC-920277,2026-08-30 14:20:00,Education,360,50.64,0.0366,0,0,1,192.168.152,.net,None
AD-BENIGN-0067084,ACC-580110,2026-07-14 18:37:00,SaaS,106,20.37,0.1135,0,0,1,192.168.98,.com,None
AD-BENIGN-0077152,ACC-901280,2026-08-21 01:22:00,E-Commerce,633,15.15,0.0917,0,1,1,192.168.73,.io,None
AD-BENIGN-0075755,ACC-720834,2026-07-29 09:42:00,E-Commerce,1245,170.92,0.0224,0,0,1,192.168.125,.org,None
AD-FRAUD-0001643,ACC-GHOST-127,2026-08-16 19:08:00,Financial Services,4,2725.08,0.2968,3,1,0,10.104.14,.click,Misrepresentation: Financial Scam
AD-BENIGN-0049266,ACC-884675,2026-07-23 03:01:00,Education,38,14.31,0.0121,0,0,1,192.168.195,.org,None
AD-BENIGN-0017468,ACC-616431,2026-08-09 23:25:00,SaaS,168,11.77,0.0462,0,0,1,192.168.166,.org,None
AD-BENIGN-0003336,ACC-382963,2026-07-29 08:09:00,E-Commerce,519,55.82,0.0603,0,0,1,192.168.245,.org,None
AD-BENIGN-0064896,ACC-140555,2026-07-13 03:10:00,Education,126,19.17,0.0195,0,1,1,192.168.219,.co,None
AD-BENIGN-0023337,ACC-741630,2026-08-15 00:51:00,SaaS,184,36.32,0.0369,0,1,1,192.168.151,.com,None
AD-BENIGN-0017831,ACC-889694,2026-08-30 09:18:00,E-Commerce,49,21.07,0.0322,0,0,1,192.168.47,.org,None
AD-BENIGN-0077925,ACC-400590,2026-07-01 01:40:00,SaaS,34,108.76,0.0272,0,0,1,192.168.51,.net,None
AD-BENIGN-0072663,ACC-730653,2026-08-17 11:30:00,Travel,171,18.97,0.012,0,0,1,192.168.51,.com,None
AD-BENIGN-0036880,ACC-474802,2026-08-19 02:47:00,Travel,359,55.06,0.0517,0,0,1,192.168.159,.com,None
AD-BENIGN-0069166,ACC-744972,2026-07-10 09:38:00,Local Services,231,46.27,0.0091,0,1,1,192.168.78,.org,None
AD-BENIGN-0036911,ACC-540932,2026-08-16 14:44:00,Travel,19,9.63,0.0934,0,0,1,192.168.212,.org,None
AD-BENIGN-0081184,ACC-732747,2026-07-25 16:29:00,SaaS,218,13.76,0.0402,0,0,1,192.168.122,.org,None
AD-BENIGN-0080598,ACC-817878,2026-08-21 20:49:00,Travel,252,162.3,0.0942,0,1,1,192.168.181,.org,None
AD-BENIGN-0074313,ACC-220894,2026-07-17 04:41:00,Travel,447,26.51,0.0548,0,1,1,192.168.44,.io,None
AD-BENIGN-0010013,ACC-678409,2026-08-19 14:30:00,Travel,347,23.33,0.1602,0,1,1,192.168.29,.io,None
AD-BENIGN-0022369,ACC-600197,2026-08-19 10:41:00,Travel,219,10.69,0.0082,0,0,1,192.168.82,.io,None
AD-BENIGN-0056452,ACC-983071,2026-07-10 07:23:00,Travel,1903,26.17,0.026,0,0,1,192.168.49,.org,None
AD-BENIGN-0097347,ACC-339204,2026-07-07 01:59:00,Travel,410,122.68,0.0729,0,0,0,192.168.153,.io,None
AD-BENIGN-0029459,ACC-396396,2026-07-22 22:42:00,Education,683,34.68,0.0481,0,0,1,192.168.166,.org,None
AD-BENIGN-0028810,ACC-267566,2026-08-21 01:11:00,SaaS,226,7.7,0.0183,0,0,1,192.168.72,.net,None
AD-BENIGN-0068324,ACC-232173,2026-07-26 12:00:00,SaaS,447,6.76,0.0437,0,0,1,192.168.157,.co,None
AD-BENIGN-0008401,ACC-977241,2026-08-20 18:17:00,SaaS,485,46.43,0.0272,0,0,0,192.168.54,.io,None
AD-BENIGN-0023725,ACC-108738,2026-07-20 12:34:00,Local Services,392,120.02,0.024,0,0,1,192.168.48,.co,None
AD-BENIGN-0087703,ACC-323051,2026-07-03 14:46:00,SaaS,123,50.29,0.0237,0,0,1,192.168.8,.co,None
AD-BENIGN-0053734,ACC-845576,2026-08-04 01:40:00,E-Commerce,501,131.81,0.0378,0,0,0,192.168.154,.com,None
AD-BENIGN-0071678,ACC-551213,2026-08-15 17:00:00,Travel,646,55.57,0.0091,0,1,1,192.168.252,.co,None
AD-BENIGN-0033737,ACC-740316,2026-07-19 19:08:00,E-Commerce,311,29.05,0.0239,0,0,1,192.168.75,.org,None
AD-BENIGN-0055106,ACC-366505,2026-07-20 22:34:00,Travel,414,152.66,0.0222,0,1,1,192.168.139,.net,None
AD-BENIGN-0010936,ACC-201728,2026-08-03 16:29:00,Travel,530,12.42,0.0178,0,0,1,192.168.8,.co,None
AD-BENIGN-0017634,ACC-948201,2026-08-28 22:57:00,Education,263,42.49,0.0207,0,1,1,192.168.198,.org,None
AD-BENIGN-0020412,ACC-868809,2026-08-16 18:01:00,Local Services,204,11.24,0.0394,0,0,0,192.168.49,.co,None
AD-BENIGN-0092325,ACC-965611,2026-07-01 11:36:00,E-Commerce,690,79.7,0.0701,0,0,1,192.168.138,.com,None
AD-BENIGN-0006387,ACC-771122,2026-07-25 06:12:00,Education,198,119.76,0.0714,0,0,1,192.168.210,.co,None
AD-BENIGN-0069238,ACC-308735,2026-08-31 00:21:00,SaaS,21,23.25,0.0093,0,1,1,192.168.215,.io,None
AD-BENIGN-0095917,ACC-633245,2026-07-13 19:07:00,E-Commerce,137,93.21,0.0312,1,1,1,192.168.165,.io,None
AD-BENIGN-0025763,ACC-213730,2026-08-30 19:45:00,Travel,131,92.09,0.0706,0,0,1,192.168.116,.org,None
AD-BENIGN-0090969,ACC-339294,2026-08-03 11:54:00,Education,153,15.71,0.0241,0,0,1,192.168.59,.com,None
AD-BENIGN-0080003,ACC-725680,2026-08-30 20:44:00,SaaS,112,30.96,0.0335,0,1,1,192.168.83,.io,None
AD-BENIGN-0044207,ACC-337014,2026-08-16 04:06:00,Education,240,6.86,0.0366,0,0,1,192.168.157,.net,None
AD-BENIGN-0068189,ACC-248978,2026-08-22 00:38:00,Education,102,88.02,0.0094,0,0,1,192.168.68,.net,None
AD-BENIGN-0031686,ACC-242170,2026-07-15 09:41:00,Education,1596,44.97,0.0526,0,1,1,192.168.149,.org,None
AD-BENIGN-0070134,ACC-608960,2026-08-15 01:15:00,Local Services,53,44.27,0.0414,0,0,1,192.168.191,.co,None
AD-BENIGN-0003631,ACC-392789,2026-08-01 23:13:00,Education,21,15.04,0.0209,0,0,1,192.168.2,.net,None
AD-BENIGN-0013563,ACC-491456,2026-08-27 07:52:00,SaaS,521,42.61,0.0094,0,0,1,192.168.166,.org,None
AD-BENIGN-0094315,ACC-486711,2026-07-11 23:18:00,Travel,279,154.48,0.0297,0,0,1,192.168.81,.com,None
AD-BENIGN-0022056,ACC-188560,2026-07-25 17:50:00,E-Commerce,116,40.58,0.021,0,1,1,192.168.88,.co,None
AD-BENIGN-0077420,ACC-770994,2026-08-20 17:34:00,Education,415,211.97,0.0399,0,0,1,192.168.217,.com,None
AD-FRAUD-0000780,ACC-GHOST-164,2026-08-19 13:02:00,Financial Services,4,3642.98,0.3395,0,1,0,10.104.14,.xyz,Malicious Software Destination
AD-BENIGN-0020099,ACC-437418,2026-09-05 08:01:00,Local Services,862,83.63,0.0256,0,1,1,192.168.79,.org,None
AD-BENIGN-0002415,ACC-942068,2026-08-18 09:41:00,E-Commerce,208,110.57,0.0461,0,1,1,192.168.127,.io,None
AD-BENIGN-0067571,ACC-951020,2026-07-01 20:10:00,Travel,68,22.84,0.0609,0,0,1,192.168.140,.io,None
AD-BENIGN-0022485,ACC-865020,2026-08-23 21:41:00,Education,111,230.36,0.0802,0,0,1,192.168.149,.org,None
AD-BENIGN-0084194,ACC-711568,2026-07-14 23:59:00,Education,78,19.68,0.0096,0,0,1,192.168.147,.org,None
AD-BENIGN-0047570,ACC-999899,2026-08-03 10:12:00,Travel,401,17.91,0.0098,0,0,1,192.168.124,.org,None
AD-BENIGN-0024062,ACC-105912,2026-08-10 04:27:00,Education,558,21.36,0.0188,0,0,1,192.168.181,.org,None
AD-BENIGN-0045205,ACC-127751,2026-07-31 15:43:00,Local Services,125,664.42,0.0298,0,0,1,192.168.88,.com,None
AD-BENIGN-0020233,ACC-618711,2026-07-17 02:16:00,SaaS,932,34.81,0.0152,0,0,1,192.168.208,.net,None
AD-BENIGN-0051699,ACC-329108,2026-07-29 00:28:00,Local Services,192,64.07,0.0774,0,1,0,192.168.109,.co,None
AD-BENIGN-0039882,ACC-690785,2026-07-05 20:33:00,SaaS,219,42.92,0.0471,0,0,0,192.168.29,.com,None
AD-BENIGN-0078510,ACC-546000,2026-07-12 11:46:00,E-Commerce,719,11.15,0.1431,0,0,1,192.168.11,.com,None
AD-BENIGN-0040774,ACC-841477,2026-07-04 13:54:00,Travel,190,12.0,0.002,0,0,1,192.168.167,.io,None
AD-BENIGN-0073180,ACC-205631,2026-07-01 14:10:00,E-Commerce,1131,46.16,0.0643,0,0,1,192.168.141,.com,None
AD-BENIGN-0070899,ACC-361932,2026-07-27 00:14:00,E-Commerce,338,386.41,0.0393,0,0,1,192.168.79,.io,None
AD-BENIGN-0030666,ACC-500578,2026-08-03 09:52:00,Education,44,56.62,0.0519,0,0,1,192.168.107,.io,None
AD-BENIGN-0011533,ACC-476063,2026-08-12 04:28:00,Travel,292,14.12,0.0261,0,1,1,192.168.19,.co,None
AD-BENIGN-0048234,ACC-212480,2026-08-06 08:31:00,Local Services,470,67.83,0.0894,0,0,1,192.168.83,.io,None
AD-BENIGN-0064436,ACC-307850,2026-09-05 11:54:00,Travel,53,8.99,0.0603,0,0,1,192.168.39,.co,None
AD-BENIGN-0046470,ACC-858116,2026-07-27 10:20:00,Education,142,30.72,0.0609,0,1,1,192.168.3,.io,None
AD-BENIGN-0022840,ACC-307819,2026-07-06 11:31:00,E-Commerce,754,28.23,0.0522,0,1,0,192.168.186,.io,None
AD-BENIGN-0022346,ACC-496535,2026-07-23 22:45:00,Travel,575,19.95,0.0345,0,0,1,192.168.226,.io,None
AD-BENIGN-0092282,ACC-572804,2026-08-10 02:14:00,Local Services,147,72.84,0.0423,0,1,1,192.168.175,.co,None
AD-BENIGN-0051814,ACC-244653,2026-08-25 21:23:00,Travel,168,482.49,0.0172,0,0,1,192.168.84,.com,None
AD-BENIGN-0087320,ACC-356021,2026-07-26 03:36:00,Local Services,36,42.69,0.0613,0,1,1,192.168.129,.org,None
AD-BENIGN-0013454,ACC-651766,2026-07-06 04:53:00,Education,283,6.86,0.0427,0,0,1,192.168.162,.io,None
AD-BENIGN-0025819,ACC-537902,2026-08-12 06:55:00,SaaS,404,83.01,0.0671,0,0,1,192.168.225,.net,None
AD-BENIGN-0073761,ACC-415034,2026-08-10 03:22:00,Education,200,91.28,0.0313,0,0,1,192.168.23,.org,None
AD-BENIGN-0023663,ACC-252708,2026-08-05 06:13:00,SaaS,604,170.44,0.0253,0,1,1,192.168.186,.net,None
AD-BENIGN-0023047,ACC-269796,2026-08-22 02:33:00,Local Services,202,19.33,0.0759,0,1,1,192.168.181,.io,None
AD-BENIGN-0075511,ACC-347620,2026-09-05 07:15:00,Education,136,32.44,0.0263,0,0,1,192.168.169,.org,None
AD-BENIGN-0027515,ACC-669461,2026-07-28 05:14:00,SaaS,897,48.91,0.0395,0,0,1,192.168.93,.org,None
AD-BENIGN-0000338,ACC-687821,2026-08-21 05:31:00,Local Services,1302,9.01,0.0582,0,0,1,192.168.249,.io,None
AD-BENIGN-0043938,ACC-191107,2026-07-23 07:00:00,Local Services,199,87.29,0.0579,0,1,1,192.168.145,.co,None
AD-BENIGN-0069655,ACC-890107,2026-07-21 04:09:00,Travel,509,28.96,0.0336,0,0,1,192.168.183,.io,None
AD-BENIGN-0006992,ACC-124420,2026-09-03 17:24:00,SaaS,872,16.34,0.0058,0,0,1,192.168.234,.org,None
AD-BENIGN-0075044,ACC-995672,2026-07-26 02:52:00,Education,18,2.75,0.0421,0,0,1,192.168.48,.co,None
AD-BENIGN-0050953,ACC-571033,2026-08-31 05:31:00,Education,310,11.8,0.0388,0,1,1,192.168.25,.io,None
AD-BENIGN-0000232,ACC-839243,2026-08-10 23:20:00,Education,316,27.37,0.0108,0,1,0,192.168.152,.co,None
AD-BENIGN-0086466,ACC-673499,2026-08-21 20:06:00,Local Services,448,11.21,0.0519,0,0,1,192.168.39,.com,None
